tweet,stemming
"['lucu', 'ya', 'percumalaporpolisi']",lucu ya percumalaporpolisi
"['selasapagi', 'percumalaporpolisi']",selasapagi percumalaporpolisi
"['selasapagi', 'dibilang', 'percumalaporpolisi']",selasapagi bilang percumalaporpolisi
"['juru', 'baca', 'fullmoonfolks', 'opas', 'belanda', 'bertindak', 'dlm', 'naganin', 'demo', 'jk', 'mahasiswa', 'angkat', 'senjata', 'miyanmar', 'mikir', 'cc', 'mohmahfudmd', 'n', 'kompolnas', 'ri', 'percumalaporpolisi', 'percumalaporpolisi', 'https', 't', 'co', 'n', 'zyhawpxz']",juru baca fullmoonfolks opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi https t co n zyhawpxz
"['percumalaporpolisi', 'pki', 'https', 't', 'co', 'tyrcdyilzt']",percumalaporpolisi pki https t co tyrcdyilzt
"['qaillaasyiqah', 'opas', 'belanda', 'bertindak', 'dlm', 'naganin', 'demo', 'jk', 'mahasiswa', 'angkat', 'senjata', 'miyanmar', 'mikir', 'cc', 'mohmahfudmd', 'n', 'kompolnas', 'ri', 'percumalaporpolisi', 'percumalaporpolisi', 'https', 't', 'co', 'n', 'zyhawpxz']",qaillaasyiqah opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi https t co n zyhawpxz
"['juara', 'mma', 'vs', 'mahasiswa', 'polosimenangsendiri', 'sesuaiprosedur', 'percumalaporpolisi']",juara mma vs mahasiswa polosimenangsendiri sesuaiprosedur percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['negara', 'hukum', 'rimba', 'berbalas', 'percumalaporpolisi']",negara hukum rimba balas percumalaporpolisi
"['fetishpetis', 'aksilangsung', 'ntar', 'malem', 'diundang', 'acaranya', 'mata', 'najwa', 'sih', 'biar', 'diwawancarai', 'gitu', 'ngga', 'tekanan', 'pas', 'tuh', 'malem', 'bahasnya', 'percumalaporpolisi']",fetishpetis aksilangsung ntar malem undang acara mata najwa sih biar wawancara gitu ngga tekan pas tuh malem bahas percumalaporpolisi
"['wes', 'gaonok', 'opo', 'opo', 'percumalaporpolisi']",wes gaonok opo opo percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['semestinya', 'polisi', 'bertindak', 'humanis', 'mahasiswa', 'sungguh', 'tindakan', 'manusiawi', 'percumalaporpolisi', 'thomascup']",mesti polisi tindak humanis mahasiswa sungguh tindak manusiawi percumalaporpolisi thomascup
"['nurasiyahjami', 'alqadrie', 'ipeh', 'bentuk', 'tim', 'pencari', 'fakta', 'komnasham', 'kepolisian', 'indo', 'polribareskrim', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalapor', 'percumalapor', 'percumaadapolisi', 'percumaadapolisi', 'ponpapua']",nurasiyahjami alqadrie ipeh bentuk tim cari fakta komnasham polisi indo polribareskrim percumalaporpolisi percumalaporpolisi percumalaporpolisi percumalapor percumalapor percumaadapolisi percumaadapolisi ponpapua
"['asli', 'kelurga', 'kacau', 'percumalaporpolisi']",asli kelurga kacau percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['aja', 'buzzing', 'citra', 'polisi', 'eh', 'kejadian', 'bikin', 'citranya', 'jelek', 'gimana', 'percaya', 'polisi', 'emang', 'kenyataannya', 'polisisesuaiprosedur', 'percumalaporpolisi']",aja buzzing citra polisi eh jadi bikin citra jelek gimana percaya polisi emang nyata polisisesuaiprosedur percumalaporpolisi
"['selasapagi', 'emg', 'percumalaporpolisi', 'keadilan', 'berpihak', 'aparat']",selasapagi emg percumalaporpolisi adil pihak aparat
"['negara', 'demokrasi', 'demo', 'keras', 'i', 'andika', 'pratama', 'idamanmu', 'nih', 'dek', 'mahasiswa', 'aja', 'smackdown', 'pala', 'kau', 'percumalaporpolisi', 'eh', 'gak', 'deng', 'polritegashumanis', 'hiya', 'hiya']",negara demokrasi demo keras i andika pratama idam nih dek mahasiswa aja smackdown pala kau percumalaporpolisi eh gak deng polritegashumanis hiya hiya
"['percumalaporpolisi', 'polritegashumanis']",percumalaporpolisi polritegashumanis
"['konsen', 'dg', 'permasalahan', 'begalpartai', 'kian', 'mendekatkan', 'dg', 'rakyat', 'yg', 'jg', 'konsen', 'dlm', 'percumalaporpolisi', 'smackdown', 'ujungnya', 'pd', 'tagline', 'mas', 'agus', 'dkk', 'demokratberkoalisidenganrakyat']",konsen dg masalah begalpartai kian dekat dg rakyat yg jg konsen dlm percumalaporpolisi smackdown ujung pd tagline mas agus dkk demokratberkoalisidenganrakyat
['percumalaporpolisi'],percumalaporpolisi
"['moh', 'boesh', 'emilianaura', 'cnnindonesia', 'oh', 'putra', 'terbaik', 'bangsa', 'diprovokasi', 'langsung', 'smackdown', 'psikotes', 'susah', 'psikotes', 'anak', 'tk', 'pantes', 'percumalaporpolisi', 'kalo', 'polisinya', 'kaya', 'gini']",moh boesh emilianaura cnnindonesia oh putra baik bangsa provokasi langsung smackdown psikotes susah psikotes anak tk pantes percumalaporpolisi kalo polisi kaya gin
"['polisisesuaiprosedur', 'meng', 'smackdown', 'mahasiswa', 'sampek', 'step', 'kejang', 'kejang', 'baiknya', 'sih', 'diganti', 'tagar', 'percumalaporpolisi', 'https', 't', 'co', 'iax', 'crrim']",polisisesuaiprosedur meng smackdown mahasiswa sampek step kejang kejang baik sih ganti tagar percumalaporpolisi https t co iax crrim
"['semoga', 'yg', 'menyebarkan', 'video', 'nya', 'ga', 'terancam', 'uu', 'karet', 'percumalaporpolisi', 'percumalaporpolisi', 'polisi', 'smackdown', 'mahasiswa', 'tangerang', 'terancam', 'sanksi', 'https', 't', 'co', 'wufrhlohwd']",moga yg sebar video nya ga ancam uu karet percumalaporpolisi percumalaporpolisi polisi smackdown mahasiswa tangerang ancam sanksi https t co wufrhlohwd
"['indikasinya', 'ya', 'percumalaporpolisi']",indikasi ya percumalaporpolisi
"['mas', 'agusyudhoyono', 'amp', 'segenap', 'jajaran', 'partai', 'pdemokrat', 'konsen', 'unt', 'perbaikan', 'ttg', 'penanganan', 'gakkum', 'luwu', 'kota', 'yg', 'memunculkan', 'hastag', 'percumalaporpolisi']",mas agusyudhoyono amp segenap jajar partai pdemokrat konsen unt baik ttg tangan gakkum luwu kota yg muncul hastag percumalaporpolisi
"['qaillaasyiqah', 'tangkap', 'tuh', 'yg', 'bantingnya', 'polisi', 'kaya', 'penjahat', 'sadis', 'gitu', 'udah', 'percumalaporpolisi', 'takpercayapolisi']",qaillaasyiqah tangkap tuh yg banting polisi kaya jahat sadis gitu udah percumalaporpolisi takpercayapolisi
"['deh', 'drakor', 'tayank', 'kontras', 'percumalaporpolisi']",deh drakor tayank kontras percumalaporpolisi
"['p', 'nj', 'l', 'j', 'h', 'id', 'divhumas', 'polri', 'm', 'nusaputra', 'percumalaporpolisi']",p nj l j h id divhumas polri m nusaputra percumalaporpolisi
"['poljokesid', 'patah', 'tulang', 'percumalaporpolisi']",poljokesid patah tulang percumalaporpolisi
"['mahasiswa', 'salah', 'kejahatan', 'dibanting', 'gitu', 'kalo', 'cacat', 'meninggal', 'klean', 'mo', 'bikin', 'alasan', 'percumalaporpolisi']",mahasiswa salah jahat banting gitu kalo cacat tinggal klean mo bikin alas percumalaporpolisi
"['kontras', 'diam', 'donk', 'rakyat', 'berlindung', 'hukum', 'dinegri', 'udah', 'kayak', 'hutan', 'rimba', 'kuat', 'menang', 'percumalaporpolisi', 'polisisesuaiprosedur']",kontras diam donk rakyat lindung hukum dinegri udah kayak hutan rimba kuat menang percumalaporpolisi polisisesuaiprosedur
"['kafiradikalis', 'percumalaporpolisi']",kafiradikalis percumalaporpolisi
"['nvrpadils', 'percumalaporpolisi']",nvrpadils percumalaporpolisi
"['legal', 'begal', 'tukang', 'palak', 'ngelawan', 'kelewatan', 'mati', 'ujung', 'nya', 'tersangka', 'percumalaporpolisi']",legal begal tukang palak ngelawan lewat mati ujung nya sangka percumalaporpolisi
"['bayar', 'buzzer', 'pke', 'duit', 'negara', 'percumalaporpolisi']",bayar buzzer pke duit negara percumalaporpolisi
"['tirtoid', 'awas', 'yg', 'ngerekamnya', 'cari', 'bang', 'jago', 'polritegashumanis', 'polrisesuaiprosedur', 'percumalaporpolisi']",tirtoid awas yg ngerekamnya cari bang jago polritegashumanis polrisesuaiprosedur percumalaporpolisi
"['mositidakpercaya', 'jokowibohonglagi', 'percumalaporpolisi', 'melindungidanmelayanisiapa', 'sayavsoligarki', 'https', 't', 'co', 'smw', 'mhtiot']",mositidakpercaya jokowibohonglagi percumalaporpolisi melindungidanmelayanisiapa sayavsoligarki https t co smw mhtiot
"['tirtoid', 'udah', 'gini', 'yg', 'banting', 'intimidasi', 'biar', 'bilang', 'percumalaporpolisi']",tirtoid udah gin yg banting intimidasi biar bilang percumalaporpolisi
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['selasapagi', 'percumalaporpolisi']",selasapagi percumalaporpolisi
"['monequee', 'sekolah', 'pinter', 'sekolah', 'bener', 'belajar', 'baca', 'rajin', 'tekun', 'deh', 'kalo', 'sekolah', 'biar', 'engga', 'polisi', 'percumalaporpolisi']",monequee sekolah pinter sekolah bener ajar baca rajin tekun deh kalo sekolah biar engga polisi percumalaporpolisi
"['sanksi', 'yg', 'pindah', 'tugas', 'iya', 'udah', 'aja', 'dipecat', 'sampe', 'kiamat', 'jg', 'gabakal', 'dipecat', 'mah', 'bunuh', 'orang', 'haha', 'percumalaporpolisi']",sanksi yg pindah tugas iya udah aja pecat sampe kiamat jg gabakal pecat mah bunuh orang haha percumalaporpolisi
"['gusdurians', 'kumparan', 'percumalaporpolisi', 'berlaku', 'bu', 'nyai']",gusdurians kumpar percumalaporpolisi laku bu nyai
"['lulusan', 'isilop', 'jalur', 'wwe', 'percumalaporpolisi']",lulus isilop jalur wwe percumalaporpolisi
"['selasapagi', 'emg', 'bener', 'percumalaporpolisi']",selasapagi emg bener percumalaporpolisi
"['siaranbolalive', 'goblok', 'percumalaporpolisi']",siaranbolalive goblok percumalaporpolisi
"['aduh', 'hebat', 'polisi', 'percumalaporpolisi']",aduh hebat polisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['fullmoonfolks', 'polisitegashumanis', 'percumalaporpolisi']",fullmoonfolks polisitegashumanis percumalaporpolisi
"['kontras', 'suryadelalu', 'divhumas', 'polri', 'percumalaporpolisi']",kontras suryadelalu divhumas polri percumalaporpolisi
"['selasapagi', 'percumalaporpolisi']",selasapagi percumalaporpolisi
"['pantes', 'percumalaporpolisi', 'emg', 'bener', 'institusi', 'laknat', 'semoga', 'ank', 'keturunan', 'amp', 'keluarga', 'polisi', 'laknat', 'dijauhkan', 'dr', 'keberkahan', 'amp', 'didekatkan', 'dgn', 'kehinaan', 'polisi', 'alan']",pantes percumalaporpolisi emg bener institusi laknat moga ank turun amp keluarga polisi laknat jauh dr berkah amp dekat dgn hina polisi alan
"['ancyjalanan', 'markonah', 'woiii', 'henrysubiakto', 'ngaku', 'prof', 'kompor', 'iyee', 'najisss', 'trallala', 'percumalaporpolisi', 'percumalaporpolisi']",ancyjalanan markonah woiii henrysubiakto ngaku prof kompor iyee najisss trallala percumalaporpolisi percumalaporpolisi
"['cnnindonesia', 'sanksi', 'percumalaporpolisi']",cnnindonesia sanksi percumalaporpolisi
"['policebrutality', 'polisisesuaiprosedur', 'polisitegashumanis', 'percumalaporpolisi', 'acab', 'all', 'cops', 'are', 'bangsat']",policebrutality polisisesuaiprosedur polisitegashumanis percumalaporpolisi acab all cops are bangsat
['percumalaporpolisi'],percumalaporpolisi
"['bos', 'tmcpoldametro', 'buset', 'dah', 'anak', 'dr', 'sampe', 'gede', 'gitu', 'dibiayain', 'orangtuanya', 'pas', 'udah', 'gede', 'lu', 'main', 'banting', 'aja', 'percumalaporpolisi', 'polisisesuaiprosedur']",bos tmcpoldametro buset dah anak dr sampe gede gitu dibiayain orangtuanya pas udah gede lu main banting aja percumalaporpolisi polisisesuaiprosedur
"['demokrasibodong', 'mdy', 'asmara', 'mohmahfudmd', 'percumalaporpolisi']",demokrasibodong mdy asmara mohmahfudmd percumalaporpolisi
"['oposisicerdas', 'percumalaporpolisi', 'percumalaporpolisi', 'berlaku']",oposisicerdas percumalaporpolisi percumalaporpolisi laku
"['poljokesid', 'percumalaporpolisi', 'polisisesuaiprosedur', 'biji']",poljokesid percumalaporpolisi polisisesuaiprosedur biji
"['percumalaporpolisi', 'om', 'mazzini', 'gsp', 'kayak', 'gini']",percumalaporpolisi om mazzini gsp kayak gin
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['yg', 'namanya', 'terukur', 'percumalaporpolisi']",yg nama ukur percumalaporpolisi
"['pesan', 'polisi', 'anak', 'muda', 'protes', 'pemerintah', 'bonyok', 'bonyok', 'lapor', 'berharap', 'mahasiswa', 'kena', 'smackdown', 'diobservasi', 'scr', 'medis', 'dinyatakan', 'percumalaporpolisi', 'https', 't', 'co', 'otckdb', 'bqc']",pesan polisi anak muda protes perintah bonyok bonyok lapor harap mahasiswa kena smackdown observasi scr medis nyata percumalaporpolisi https t co otckdb bqc
"['enaknya', 'ya', 'gak', 'nametag', 'percumalaporpolisi', 'doi', 'koruptor', 'ya', 'dibanting', 'banting']",enak ya gak nametag percumalaporpolisi doi koruptor ya banting banting
"['sakirrss', 'sridiana', 'va', 'gestur', 'tubuh', 'suaranya', 'bergetar', 'tertekan', 'percumalaporpolisi']",sakirrss sridiana va gestur tubuh suara getar tekan percumalaporpolisi
"['percumalaporpolisi', 'takut', 'smackdown']",percumalaporpolisi takut smackdown
"['bener', 'bener', 'ya', 'tidk', 'keadilan', 'kah', 'percumalaporpolisi', 'percumalaporpolisi', 'https', 't', 'co', 'xpshyuc', 'nr']",bener bener ya tidk adil kah percumalaporpolisi percumalaporpolisi https t co xpshyuc nr
"['geloraco', 'opas', 'belanda', 'bertindak', 'dlm', 'naganin', 'demo', 'jk', 'mahasiswa', 'angkat', 'senjata', 'miyanmar', 'mikir', 'cc', 'mohmahfudmd', 'n', 'kompolnas', 'ri', 'percumalaporpolisi', 'percumalaporpolisi', 'https', 't', 'co', 'n', 'zyhawpxz']",geloraco opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi https t co n zyhawpxz
"['percumalaporpolisi', 'menarik', 'dibahas', 'yg', 'spill', 'sosmed', 'diproses', 'haha']",percumalaporpolisi tarik bahas yg spill sosmed proses haha
"['tubirfess', 'percumalaporpolisi']",tubirfess percumalaporpolisi
"['kena', 'smackdown', 'gilaa', 'percumalaporpolisi', 'percumalaporpolisi']",kena smackdown gilaa percumalaporpolisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['selasapagi', 'lengkap', 'bukti', 'nya', 'sampe', 'viral', 'banget', 'bgni', 'nih', 'yg', 'bikin', 'percumalaporpolisi']",selasapagi lengkap bukti nya sampe viral banget bgni nih yg bikin percumalaporpolisi
"['alismar', 'londo', 'ireng', 'jago', 'kandang', 'beraninya', 'ma', 'mahasiswa', 'percumalaporpolisi', 'percumalaporpolisi', 'https', 't', 'co', 'qnojmx', 'bny']",alismar londo ireng jago kandang berani ma mahasiswa percumalaporpolisi percumalaporpolisi https t co qnojmx bny
"['imanlagi', 'the', 'rock', 'smackdown', 'k', 'o', 'pol', 'rame', 'nih', 'percumalaporpolisi']",imanlagi the rock smackdown k o pol rame nih percumalaporpolisi
"['viralken', 'tangkap', 'aparat', 'biadap', 'lawan', 'tuh', 'opm', 'berani', 'ngg', 'looo', 'percumalaporpolisi', 'percumalaporpolisi']",viralken tangkap aparat biadap lawan tuh opm berani ngg looo percumalaporpolisi percumalaporpolisi
"['asumsico', 'sih', 'lg', 'rame', 'percumalaporpolisi', 'gini', 'gada', 'arahan', 'dr', 'kumendan', 'pusat', 'bikin', 'nama', 'polisi', 'jelek', 'ndan', 'gitu', 'sih', 'yaaa', 'bikin', 'ribut', 'lagiii', 'owalahh', 'pulicii', 'pulicii']",asumsico sih lg rame percumalaporpolisi gin gada arah dr dan pusat bikin nama polisi jelek ndan gitu sih yaaa bikin ribut lagiii owalahh pulicii pulicii
"['cnnindonesia', 'percumalaporpolisi']",cnnindonesia percumalaporpolisi
"['percumalaporpolisi', 'bener', 'yee', 'idaman', 'idaman', 'eek', 'kucing']",percumalaporpolisi bener yee idam idam eek kucing
"['polrisesuaiprosedur', 'percumalaporpolisi', 'https', 't', 'co', 'oz', 'y', 'vgwjp']",polrisesuaiprosedur percumalaporpolisi https t co oz y vgwjp
"['viralken', 'woiiii', 'henrysubiakto', 'tanggapi', 'woiii', 'pengecut', 'percumalaporpolisi', 'percumalaporpolisi']",viralken woiiii henrysubiakto tanggap woiii kecut percumalaporpolisi percumalaporpolisi
"['geloraco', 'percumalaporpolisi']",geloraco percumalaporpolisi
"['vice', 'id', 'g', 'doku', 'g', 'ketik', 'stop', 'melapor', 'jdi', 'tersangka', 'jdi', 'takut', 'lapor', 'polisi', 'mending', 'aja', 'iket', 'tersangkanya', 'g', 'sah', 'lapor', 'lagy', 'polisi', 'yg', 'mengayomi', 'percumalaporpolisi']",vice id g doku g ketik stop lapor jdi sangka jdi takut lapor polisi mending aja iket sangka g sah lapor lagy polisi yg ayom percumalaporpolisi
"['huaahuahuaahuaaaaaaa', 'celeng', 'percumalaporpolisi', 'percumalaporpolisi']",huaahuahuaahuaaaaaaa celeng percumalaporpolisi percumalaporpolisi
"['geloraco', 'percumalaporpolisi', 'polisi', 'anjing', 'https', 't', 'co', 'rszxakwgy']",geloraco percumalaporpolisi polisi anjing https t co rszxakwgy
"['bagusnya', 'raimas', 'diyoutube', 'selebihnya', 'bajingan', 'percumalaporpolisi']",bagus raimas diyoutube lebih bajing percumalaporpolisi
"['ya', 'allah', 'hancurkanlah', 'dzalim', 'kaum', 'lindungi', 'percumalaporpolisi', 'https', 't', 'co', 'ws', 'uz', 'x']",ya allah hancur dzalim kaum lindung percumalaporpolisi https t co ws uz x
"['republikaonline', 'percumalaporpolisi']",republikaonline percumalaporpolisi
"['viralken', 'aparat', 'biadab', 'percumalaporpolisi', 'percumalaporpolisi']",viralken aparat biadab percumalaporpolisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['zaeffendy', 'listyosigitp', 'patah', 'tulang', 'ekor', 'lumpuh', 'percumalaporpolisi']",zaeffendy listyosigitp patah tulang ekor lumpuh percumalaporpolisi
"['viralken', 'tangkap', 'aparat', 'pengecut', 'percumalaporpolisi', 'percumalaporpolisi']",viralken tangkap aparat kecut percumalaporpolisi percumalaporpolisi
"['buka', 'feed', 'ig', 'viral', 'lihatnya', 'miris', 'ayo', 'bantu', 'up', 'cepat', 'ditindak', 'polrisesuaiprosedur', 'percumalaporpolisi', 'smackdown', 'https', 't', 'co', 'qnfjsgcxhi']",buka feed ig viral lihat miris ayo bantu up cepat tindak polrisesuaiprosedur percumalaporpolisi smackdown https t co qnfjsgcxhi
"['aaodjay', 'aksilangsung', 'hehehehe', 'yg', 'disemogakan', 'kalo', 'gini', 'percumalaporpolisi']",aaodjay aksilangsung hehehehe yg moga kalo gin percumalaporpolisi
"['fetishpetis', 'aksilangsung', 'bubarkankepolisianri', 'percumalaporpolisi']",fetishpetis aksilangsung bubarkankepolisianri percumalaporpolisi
"['pecat', 'aparat', 'biadab', 'divhumas', 'polri', 'listyosigitp', 'jokowi', 'dpr', 'ri', 'mprgoid', 'fpksdprri', 'fpd', 'dpr', 'sbyudhoyono', 'nurmantyo', 'gatot', 'fraksi', 'gerindra', 'fadlizon', 'fahrihamzah', 'percumalaporpolisi', 'percumalaporpolisi']",pecat aparat biadab divhumas polri listyosigitp jokowi dpr ri mprgoid fpksdprri fpd dpr sbyudhoyono nurmantyo gatot fraksi gerindra fadlizon fahrihamzah percumalaporpolisi percumalaporpolisi
"['samid', 'siaranbolalive', 'coba', 'lu', 'kesini', 'percumalaporpolisi']",samid siaranbolalive coba lu kesini percumalaporpolisi
"['selasapagi', 'percumalaporpolisi']",selasapagi percumalaporpolisi
"['aksilangsung', 'polisi', 'ngebanting', 'tau', 'salah', 'prosedur', 'parahnya', 'langsung', 'ngacir', 'kerumunan', 'polisi', 'lainya', 'biar', 'nginjak', 'kepala', 'kalo', 'tetep', 'percumalaporpolisi', 'polisinya']",aksilangsung polisi ngebanting tau salah prosedur parah langsung ngacir kerumun polisi lai biar nginjak kepala kalo tetep percumalaporpolisi polisi
"['dewahoya', 'mah', 'pidana', 'ngerekam', 'percumalaporpolisi']",dewahoya mah pidana ngerekam percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['polisi', 'bangga', 'hestek', 'polisisesuaiprosedur', 'trending', 'isi', 'tweetnya', 'kaya', 'percumalaporpolisi']",polisi bangga hestek polisisesuaiprosedur trending isi tweetnya kaya percumalaporpolisi
"['percumalaporpolisi', 'acab', 'is', 'right', 'and', 'will', 'always', 'be', 'right', 'kalo', 'polisi', 'indonesia', 'terpelajar', 'otak', 'ruas', 'tulang', 'pusat', 'kendali', 'syaraf', 'tubuh', 'kalo', 'cedera', 'lumpuh', 'dibanting', 'kaya', 'gitu', 'sampe', 'kejang', 'punggungnya', 'ditepuk']",percumalaporpolisi acab is right and will always be right kalo polisi indonesia ajar otak ruas tulang pusat kendali syaraf tubuh kalo cedera lumpuh banting kaya gitu sampe kejang punggung tepuk
"['wahyoe', 'affandy', 'biar', 'pangkat', 'nih', 'kesurupannya', 'menghadapi', 'mahasiswa', 'londo', 'ireng', 'percumalaporpolisi', 'percumalaporpolisi']",wahyoe affandy biar pangkat nih surup hadap mahasiswa londo ireng percumalaporpolisi percumalaporpolisi
"['polisisesuaiprosedur', 'tuh', 'ngebanting', 'warga', 'sipil', 'mengeluarkan', 'aspirasi', 'ya', 'waw', 'omongkosong', 'berlindung', 'tugas', 'ga', 'beradab', 'memperlakukan', 'manusia', 'memiliki', 'kebebasan', 'berpendapat', 'percumalaporpolisi']",polisisesuaiprosedur tuh ngebanting warga sipil keluar aspirasi ya waw omongkosong lindung tugas ga adab laku manusia milik bebas dapat percumalaporpolisi
